split,id,wav_path,duration_seconds,text,has_latin,is_short_clip,rms_dbfs,peak_dbfs,selection_reason,suggested_audio_action,audit_status,transcript_action,audio_action,keep_for_phase05_boost,corrected_text,notes
train,sample_00009010,dataset/extracted_wavs/sample_00009010.wav,14.822,ونعتبرها غيرت في تاريخ تونس ومش في تاريخ تونس بركا وانما في تاريخ ال ا في تاريخ المنطقة وفي العالم كامل لانو ثورتنا كانت ثورة حقيقية وكانت ثورة مو مبنية علي مبادئ ومطالب حقيقية,False,False,-71.122,-54.461,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009071,dataset/extracted_wavs/sample_00009071.wav,2.900,المساواة راهي ماهيش ترف,False,True,-71.121,-55.040,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009101,dataset/extracted_wavs/sample_00009101.wav,3.640,ورانا انعيشوا فيه وخاصة في المناطق الفلاحية,False,False,-71.121,-55.581,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009596,dataset/extracted_wavs/sample_00009596.wav,5.464,كي تخدم معاك équipe مية بالمية انو اللا الانتاجية متاعك شتنقص,True,False,-71.120,-56.867,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009566,dataset/extracted_wavs/sample_00009566.wav,5.541,ا في اللا للبكالوريا اي واحد ينجم يدخل لهم يشوفهم gratuitement ويستفاد منهم,True,False,-71.118,-56.505,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009022,dataset/extracted_wavs/sample_00009022.wav,3.540,depuis dix huit ans je suis une femme qui à quarante et un ans,True,False,-71.116,-57.741,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008941,dataset/extracted_wavs/sample_00008941.wav,3.660,الجمعية العريقة اللي عمرها اكثر من خمسة وثلاثين سنة,False,False,-71.114,-56.594,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009091,dataset/extracted_wavs/sample_00009091.wav,4.320,احنا نخدموا عليها مبعضنا يا اما احنا نعترفوا اللي النسا موجودات,False,False,-71.112,-55.823,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009598,dataset/extracted_wavs/sample_00009598.wav,9.861,فساعات واحد كيما قتلكم ماهوش دارس ال business اول ما يجيب معاه équipe يلقي ال يلقي المنتوجية متاعه طاحت المردودية متاعه طاحت الانتاجية متاعه طاحت,True,False,-71.111,-55.823,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009572,dataset/extracted_wavs/sample_00009572.wav,5.326,فال ال ال معناها dimension اخري مش كيف تقري واحد face à face كيما تقري عال internet,True,False,-71.110,-53.162,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008929,dataset/extracted_wavs/sample_00008929.wav,4.921,النسوية في تونس عرفت انها تراكم المراكمة الايجابية عبر التاريخ,False,False,-71.109,-56.417,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009061,dataset/extracted_wavs/sample_00009061.wav,3.800,وانعاود carrière rebelote ونرجع مالصفر,True,False,-71.108,-55.040,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009588,dataset/extracted_wavs/sample_00009588.wav,6.300,وهذا سوال اي واحد مش فاهم في ال business يسئله عادي معناها قتلها باهي انجاوب عليه السوال هذايا اني,True,False,-71.107,-56.867,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008916,dataset/extracted_wavs/sample_00008916.wav,3.440,وهذا تقديم ليها الصغير بركا اللي بش يتذكروها,False,False,-71.106,-54.051,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008990,dataset/extracted_wavs/sample_00008990.wav,4.941,سيدة احلام بالحاج كيما تعرفوا توفات le onze mars الفين وثلاثة وعشرين,True,False,-71.105,-57.054,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009048,dataset/extracted_wavs/sample_00009048.wav,0.780,انو,False,True,-71.105,-57.539,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009531,dataset/extracted_wavs/sample_00009531.wav,14.561,ا اسمي تقي الدين بن مسعود ا مؤسس منصة تقي academy ا لاللي ما يعرفش منصة تقي academy هي اول منصة تعليمية عال internet انقريوا لبتدائي والاعدادي والثانوي كل شي يتم عال l'internet من الفين وثلاتعش معناها من قبل الكورونا,True,False,-71.103,-55.423,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008977,dataset/extracted_wavs/sample_00008977.wav,5.820,معارك قادتها نساء وايضا رجال امنوا بالمساواة التامة والفعلية,False,False,-71.103,-55.268,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008927,dataset/extracted_wavs/sample_00008927.wav,4.680,واللي هوما اللي ساهموا في اللي وصلنا له اليوم احنا اللي وصلت له انا,False,False,-71.098,-56.417,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009125,dataset/extracted_wavs/sample_00009125.wav,7.000,للنساء والجهات كانت احدي مطالب الثورة التونسية ما تنساوش,False,False,-71.098,-55.906,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008902,dataset/extracted_wavs/sample_00008902.wav,0.980,النسا,False,True,-71.098,-57.741,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009533,dataset/extracted_wavs/sample_00009533.wav,7.201,عنا خمسة وسبعين الف vidéo عنا ثلاثمية وخمسين استاذ وعنا في ال staff الكل ستميات ا موظف,True,False,-71.098,-55.345,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009541,dataset/extracted_wavs/sample_00009541.wav,6.181,قريت في كتاب سوال بسيط هو لكن السوال اذايا هو ل اللي وصلنا للمرحلة اللي وصلنا لها تو,False,False,-71.093,-56.594,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008953,dataset/extracted_wavs/sample_00008953.wav,1.680,شمازلتوا تحبوا,False,True,-71.092,-52.356,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00008919,dataset/extracted_wavs/sample_00008919.wav,1.180,ça c'est une image,True,True,-71.091,-58.268,very_low_volume|code_switched|short_clip,consider_gain_normalize,,,,,,
train,sample_00009042,dataset/extracted_wavs/sample_00009042.wav,3.900,انحب نقول لكم حاجة واحدة بش ما انطولش عليكم برشا,False,False,-71.086,-55.661,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009072,dataset/extracted_wavs/sample_00009072.wav,2.940,المساواة ليست ترفا فكريا,False,True,-71.086,-54.819,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009557,dataset/extracted_wavs/sample_00009557.wav,7.260,باهي حاجة اخري التلامذة الباهيين هل لساذة الكل قاعدة تتنافس عليهم والا التلامذة المش باهيين لساذة تتنافس عليهم,False,False,-71.081,-55.742,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008991,dataset/extracted_wavs/sample_00008991.wav,14.521,السيد حليمة الجويني هي اليوم الامينة العامة للج الامينة ا ال ا امينة المال للجمعية التونسية النساء الديمقراطيات لكن ايضا كانت في رابطة الدفاع عن حقوق الانسان لعدة سنوات واحدي مؤسسات الجمعية لي كانت تحضر في club طاهر حداد,True,False,-71.081,-51.619,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009612,dataset/extracted_wavs/sample_00009612.wav,6.921,اما المشكلة لي مش فاهمين شوية الرياضيات يعديوها عليهم وتتعدي يقول لك ثمانين بالمية من كذا يحبوا كذا,False,False,-71.078,-55.906,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009104,dataset/extracted_wavs/sample_00009104.wav,2.000,وكانه هي ماهيش موجودة,False,True,-71.076,-56.867,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009050,dataset/extracted_wavs/sample_00009050.wav,10.381,للنساء ما تنجم كان اتطورنا وتبني علاقات متوازنة وتعطي اجيال عندها القدرة انها تقدم بينا وتعمل الاضافة,False,False,-71.072,-52.302,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009099,dataset/extracted_wavs/sample_00009099.wav,12.881,نعرفوا علاش انحبوا احنا المساواة ف الميراث لاننا نعرفوا اللي النسا في عديد المدن خوها ياخذ كل شي باسم العرف وباسم التقاليد ما انحبوش نقولوا صحيح اما راو صحيح,False,False,-71.069,-51.419,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009088,dataset/extracted_wavs/sample_00009088.wav,17.682,عديد حملات الشيطنة عادا نسوية شبيك صعيبة نسوية رد بالك تحكي مع وفاش قا féministe راهي féministe تصور انتي راي féministe احلام féministe ما تحكيش معاها تقول م ياخي فاش بش تح ش ما تناقشهاش ما تفهمش راهي,True,False,-71.067,-53.788,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009574,dataset/extracted_wavs/sample_00009574.wav,12.301,سوال كيفاش تبني الثقة بينك وبين جمهور ولا ناس ما تعرفهمش وميه ما يعرفوكش في الواقع ا تشوف فاهم كان en ligne كيفاش تبني انك تعمل حاجة مجانية وذات جودة كبيرة برشا,True,False,-71.065,-55.742,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009554,dataset/extracted_wavs/sample_00009554.wav,12.882,فاي استاذ ولا معلم عادي بش يختار التلامذة الباهيين بش ما يتعبوشي ما يكسروا لوش راسه بش نهار اخر يجي واحد فاهم اللول عالجمهورية ولا حاجة كيما هكا donc يرفع الراس,True,False,-71.065,-52.808,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009063,dataset/extracted_wavs/sample_00009063.wav,1.980,وانعاود من اول وجديد,False,True,-71.064,-55.989,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009547,dataset/extracted_wavs/sample_00009547.wav,13.581,بحكم غرامي بالتدريس فقلت نطلع مدرس رياضيات وبديت انمارس فعلا ماللي اني تلميذ بديت انفهم في اصحابي ا نخرج للسبورة انفهم اصحابي même حتي ندخ ا نخرج انصلح التمرين ونتلفت لل لاصحابي شكون مش فاهم حاجة انفسر له,True,False,-71.062,-56.505,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008924,dataset/extracted_wavs/sample_00008924.wav,5.661,في نشاط نسوي وحراك نسوي النسا كانت موجودة في المدينة ماللول اذا,False,False,-71.057,-52.302,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009037,dataset/extracted_wavs/sample_00009037.wav,9.561,انني نكون موجودة كيما انا بالطريقة اللي انحبها في المكان ات انحب عليه واللي هو ليومنا هذا مش متوفر للناس الكل,False,False,-71.054,-51.469,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009030,dataset/extracted_wavs/sample_00009030.wav,5.540,كي تتعداوا من باب منارة وتبداوا هابطين لباب الجزيرة علي يدكم اليسار ثمة اربعة كريسيات,False,False,-71.052,-53.345,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009608,dataset/extracted_wavs/sample_00009608.wav,5.001,مثلا اللي ما يعرفش الرياضيات ينجموا يكذبوا عليه بسهولة تامة في الحياة اليومية,False,False,-71.050,-53.284,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008970,dataset/extracted_wavs/sample_00008970.wav,1.480,وما خذينا حقنا,False,True,-71.048,-54.819,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009113,dataset/extracted_wavs/sample_00009113.wav,1.980,النسوي عبر العالم,False,True,-71.047,-57.440,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009017,dataset/extracted_wavs/sample_00009017.wav,2.300,جيت من مدينة اخري ما نعرش تونس,False,True,-71.045,-57.440,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009549,dataset/extracted_wavs/sample_00009549.wav,3.240,فاخترت انني نكون مدرس في الرياضيات باهي,False,False,-71.045,-53.723,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009595,dataset/extracted_wavs/sample_00009595.wav,1.220,وحاجة اخري زادا,False,True,-71.044,-57.054,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009556,dataset/extracted_wavs/sample_00009556.wav,6.921,المش باهيين donc automatiquement واحد في ال business يختار المرشي الاكبر donc مشيت للتلامذة اللي مش باهيين انقري فيهم كان هذوكم,True,False,-71.042,-55.423,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009040,dataset/extracted_wavs/sample_00009040.wav,9.701,رغم انو النسا امبعد الثورة وامبعدها بسنين قلت لكم جابوا قانون ثمانية وسبعين المناه القانون الاساسي لمناهضة العنف,False,False,-71.039,-54.118,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009046,dataset/extracted_wavs/sample_00009046.wav,2.140,يلزمنا برشا ثقة في رواحنا,False,True,-71.039,-55.823,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00008958,dataset/extracted_wavs/sample_00008958.wav,5.881,واذاكا علاش الجمعية التونسية للنساء الديمقراطيات نتعداوا لل slide لي امبعده واللي امبعده,True,False,-71.036,-54.602,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00008900,dataset/extracted_wavs/sample_00008900.wav,1.400,علاقة معقدة,False,True,-71.035,-57.245,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00008946,dataset/extracted_wavs/sample_00008946.wav,1.120,كعاملة,False,True,-71.034,-57.149,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009597,dataset/extracted_wavs/sample_00009597.wav,8.221,لانو ثمة وقت تاخذه بش l'équipe تتعرف علي بعضها بش تتناغم بش توليوا تنتجوا لازم الكوربة متاعك تهبط هكا شوية وامبعد تطلع,True,False,-71.032,-57.054,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009100,dataset/extracted_wavs/sample_00009100.wav,2.941,ما انحبوش نستعرفوا اللي واقع اما راو واقع,False,True,-71.032,-54.391,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009096,dataset/extracted_wavs/sample_00009096.wav,2.760,الح ج الكافية والبراهيين الكافية,False,True,-71.032,-54.674,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00008957,dataset/extracted_wavs/sample_00008957.wav,5.581,مازلنا وصلنا لهاش المساواة التامة والفعلية هذاكا علاش نعتبروها مسار,False,False,-71.031,-56.775,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009003,dataset/extracted_wavs/sample_00009003.wav,7.620,النسويات كانوا حاضرات وهاذي صورة تذكر اللي نساوا وهاذي صورة اخري تذكر اللي نساوا,False,False,-71.030,-54.118,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009542,dataset/extracted_wavs/sample_00009542.wav,5.960,السوال قال انو شنيا الحاجة اللي انت تعملها بسهولة غيرك تصعب عليه,False,False,-71.028,-56.073,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00009062,dataset/extracted_wavs/sample_00009062.wav,2.341,هذاكا يخليني نخسر سنين وسنين,False,True,-71.024,-55.581,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009575,dataset/extracted_wavs/sample_00009575.wav,8.940,وهذا اللي صار في الثلاثة الاف vidéo الحقيقة برشا ناس تكتب اول مرة نفهم ال math من طريق عن طريق ال vidéo هذا ا ماكنتش نسخايب انو الرياضيات ساهلة بالطريقة هاذي,True,False,-71.023,-51.128,very_low_volume|code_switched,consider_gain_normalize,,,,,,
train,sample_00009124,dataset/extracted_wavs/sample_00009124.wav,1.981,مساواة مساواة,False,True,-71.020,-57.640,very_low_volume|short_clip,consider_gain_normalize,,,,,,
train,sample_00009114,dataset/extracted_wavs/sample_00009114.wav,17.562,في كل بلاصة مع الايرانيات ومع الفلسطينيات ومع السوريات المهجرات ومع النساء الافغانيات ومع نساء امريكا الجنوبية ومع نساء في الكونغو ومع نساء اللي عان عناوا الل اللع الميز العنصري في ا جنوب افريقيا,False,False,-71.020,-53.407,very_low_volume,consider_gain_normalize,,,,,,
train,sample_00008921,dataset/extracted_wavs/sample_00008921.wav,4.881,موجودة عال l'internet سيدة جليلة بن حفصية اجتماعات club طاهر حداد,True,False,-71.018,-54.391,very_low_volume|code_switched,consider_gain_normalize,,,,,,
