id,text,duration
sample_00001751,وبش تخليك تحترم روحك وتحترم ذاتك الإنسانية بعيد على شنوا مسطرهولك المجتمع وبعيد على شنوا مسطرينهولك العايلة وبعيد على شنوا يتفرضوا عليك أعراف ونواميس ماعندك فيها حتى دخل,12.556
sample_00001752,donc آنا قلت أي بالرسمي طول,2.24
sample_00001753,آ ب باهي,1.4
sample_00001754,آ je me présente مرة أخرى نتصور برشا فيكم ما يعرفونيش و déjà نسمع في برشا عباد يسخايبوني حتى مانيش speaker,5.38
sample_00001755,فرحان لي آنا ظاهر لي أصغر speaker لهنا,2.2
sample_00001756,آ إسمي الكامل عبد الكريم بن فرج أما ماذابيا كان ما تناديوا ليش عبد الكريم آ,4.54
sample_00001757,خاطر إنحس روحي راجل كبير,1.32
sample_00001758,كريم خير قصيرة ساهلة ومتاع طفل صغير,3
sample_00001759,آم,0.66
sample_00001760,نعمل آ création de contenu كيما,1.98
sample_00001761,مهيب ما نعرش وين مشى أهو,1.14
sample_00001762,آ وو,1.48
sample_00001763,وإنحاول نعمل impact through اللا,1.9
sample_00001764,through ال videos متاعي عال l'internet آ نعمل des interactions مع العباد في الشارع,4.321
sample_00001765,إنحاول إنخرج آ,1.24
sample_00001766,authenticité مالعباد في ال les vidéos متاعي وإنحاول إنمس,3.7
sample_00001767,voilà هذا هو آنا,1.2
sample_00001768,آ توا خلينا نبداوا آ وين الحكاية بدات tout simplement,3.519
sample_00001769,آ نتفكر روحي آ ثلاثة سنين إلتالي كنت قاعد آ في الصالة نلعب في لعبة من أشهر وأقوى اللعب في العالم وقتها,9.2
sample_00001770,fortnite merci,1.36
sample_00001771,fortnite eh oui تعديت بال phase متاع fortnite كيما أي آ طفل ولا طفلة في عمري,5.18
sample_00001772,آ وكنت آ عندي addiction sévère,2.66
sample_00001773,معناها كان نقول لكم sévère راهي sévère معناها م مريول خلعة,2.78
sample_00001774,آ قاعد في البيت,1.42
sample_00001775,آ ريحة البيت ما نحكي لكمش,1.58
sample_00001776,آ ال chips,1.24
sample_00001777,آ قازوز,1.06
sample_00001778,وال dopamine معناها ال système nerveux متاعي c'est bon معناها بش يتطرشق بال dopamine,3.92
sample_00001779,معناها ما أكثرش من هكاكا,1.46
sample_00001780,آم,1
sample_00001781,حاصيلو ثمة ثمة حاجة غالطة ثمة حاجة غالطة وآنا ماكنتش فايق بيها,3.66
sample_00001782,في نهار من آخر ليامات متاع في الصيف,2.42
sample_00001783,متاع ال neuvième ظاهر لي,1.38
sample_00001784,أي,0.34
sample_00001785,عام ال neuvième,0.52
sample_00001786,وقتها إب آ الل ال confinement متاعة ال corona,4.08
sample_00001787,آ إم قاعد أكاكا على روحي دخل عليا خويا الكبير,2.9
sample_00001788,قال لي فاش تعمل وآنا قاعد نلعب bien sûr,1.975
sample_00001789,قتله شنوا فاش قاعد نعلم مش تشوف فيا معناها,2.4
sample_00001790,قاعد نلعب,0.48
sample_00001791,قال لي أ أي معناها ما تحسش لي إنت كاينك هكا كثرت لها شوية معناها كاينك أه,5.6
sample_00001792,قتله آ إم,1.72
sample_00001793,عادي معناها,0.76
sample_00001794,كيما ديما كيما كل يوم ثمانية سوايع في النهار أذوكم متاعي لازمني إنكملهم ماللي إنقوم لين قبل ما نرقد,4.86
sample_00001795,قال لي أسمعني عيش خويا بالكمات هذوما عمري ما ننساهم,2.8
sample_00001796,قال لي عيش خويا راني إنحس فيك قاعد تبهام,3.48
sample_00001797,والله,0.7
sample_00001798,والله لاني نكذب,1.08
sample_00001799,خويا الكبير قالي لي الجملة هاذي بالح كلمات هاذي,3.2
sample_00001800,وقتها عملت هكا,1.04
sample_00001801,شقال لي توا هو,0.92
sample_00001802,puisque خويا الكبير وبيناتنا قدر وواحد نجمتش إنعيط عليه donc juste قتله أخرج عليا وسكر الباب وراك,4.48
sample_00001803,قعدت مع روحي,0.78
sample_00001804,كي قعدت مع روحي,0.96
sample_00001805,قلت هم apparement ثمة حاجة غالطة,1.88
sample_00001806,apparement قاعد نعمل في حاجة غالطة وآنا مانيش فايق,2.48
sample_00001807,كي اللي أمك وبوك مستانسين ديما ينقنقوا عليك قوم أقرى سكر ال play درا شنوا درا شنوا,4.54
sample_00001808,أما المرة أذيا ثمة figure أخي أخرى في حياتك,2.86
sample_00001809,تكلمت نطقت,1
sample_00001810,وجات وقتلك يا سي الشباب راك كاينك كثرت لها,2.64
sample_00001811,donc بديت إنحس لي ثمة حاجة غالطة وثمة موندو كبيرة البرة مالل مال les jeux vidéos والبرة ماك ال chambre الصغيرة لي آنا حاصر فيها روحي,7.7
sample_00001812,لي آنا مانيش قاعد ننتراكتي معاه جملا ومانيش قاعد إم إنمس فيه,2.94
sample_00001813,لا خايبة الكلمة باهي,1.26
sample_00001814,آ كهو,1.36
sample_00001815,donc آ,1.06
sample_00001816,آ مالنهار أذاكا يقول القايل كريم علاش قاعد تحكي لنا في الحكاية أذيا شمدخلنا وشنيا علاقتها بالموضوع متاعنا,6.3
sample_00001817,آ نقول لكم في الحكاية أذيا خاطرها كانت a wake up call ب حاجة اللي فيقتني على روحي و i am so grateful لخويا الكبير,6.5
sample_00001818,على خاطر آ فيقني بالحاجة هذيا,2.42
sample_00001819,وما نتص معناها مب ممكن راني التوا نلعب ثمانية سوايع في النهار لو كان ما جاش خويا الكبير قال لي الجملة هذيكا وقتها,4.92
sample_00001820,آ إم donc آ من وقتها بدات رحلتي مع l'impact بدات رحلتي مع ال change making,5.8
sample_00001821,آ في وسطي معناها ال change making الداخل بديت إنحاول نلقى les problèmes اللي اللي آنا قاعد إنعيش فيهم في وسطي,6.92
sample_00001822,وإنحاول نلقى لهم حل وإنفضهم,2.48
sample_00001823,ثمة لي إنجحت فيهم وثمة اللي فشلت ثمة لي مازلت نتعارك معاهم التوا وإنحاول إنحلهم,4.24
sample_00001824,آم,0.801
sample_00001825,توا بش إنقز بيكم شوية في الوقت,2.56
sample_00001826,عام القدام,0.88
sample_00001827,آ كريم بعد آ ما قال له خوه الجملة هذيكا راك قاعد تبهام,3.78
sample_00001828,بدا يكتشف في اللا ال passions,2.8
sample_00001829,بدا ي branching out معناها بدا يجرب في des domaines مختلفين دخل club humanitaire,4.98
sample_00001830,آ دخل آ,1.3
sample_00001831,آ communauté artistique بدا يفهم لي هو يحب ال caméra يحب آ يتصور ويصور,5.36
sample_00001832,أمك مازال حشام malgré اللي هو extrovert مازال عنده شوية insecurities ما يحبش يظهر وجهه في ال l'internet,5.44
sample_00001833,مازال يخاف آ مال l'image متاع وجهه كاكا,4.6
sample_00001834,قدام العباد الكل عال l'internet,1.24
sample_00001835,donc آ,0.98
sample_00001836,مازال حشام,0.74
sample_00001837,إمبعد,0.5
sample_00001838,آ premier trimestre آ deuxième an آ première année في ال lycée premier trimestre,4.32
sample_00001839,نتفكر روحي آم,1.42
sample_00001840,كنت آ إنعيش في période ياسر خايبة,2.22
sample_00001841,تنج تقول dépression خاطر كنت نمشي ل psy وقتها,2.26
sample_00001842,ما قلتهاش أذيا حتى مرة بالقوي,1.74
sample_00001843,آ وو,1.54
sample_00001844,كنت stressé عاللخر وال système éducatif اللي حكى عليه مهيب إمبكري كمل عليا,4.52
sample_00001845,ما شاء الله معناها système éducatif متألق كيما ديما,2.68
sample_00001846,آ ونتفكر بالباهي عاللخر كان ثمة أربعة أيام أكهو,4.06
sample_00001847,بينات دفوارات ال contrôle ودفوارات ال synthèse معناها آنا إنكمل إنعدي اليوم ال contrôle مازلت ما كملتش بروسيسيت ال trauma متاع ال contrôle,6.94
sample_00001848,يهفطوا عليا هوما بدفوارات ال synthèse,1.7
sample_00001849,بعد,0.5
sample_00001850,أربعة أيام,0.6
sample_00001851,آ إم حسيت لي ثمة حاجة غالطة وحسيت لي موش كان آنا لي قاعد إنعيش في ال préssion هذيا ce qui est sûr,4.54
sample_00001852,ياخي آ روحت للدار,1.22
sample_00001853,آ ال devoir متاعي متاع ال math لي هو غدوة,2.4
sample_00001854,بعثته يزمر,0.759
sample_00001855,صورت vidéo,1
sample_00001856,وهبطتها عال l'instagram نحي فيها على كيفاش آنا ال système éducatif هذايا ماهوش عاجبني,5.64
sample_00001857,وشنيا الحاجات الغالطة وشنيا الحاجات لي إنحسها لازمها تتبدل,2.52
sample_00001858,آم هنا,1.18
sample_00001859,كريم عمل étape كبيرة عاللخر لي هي خذا risque,2.54
sample_00001860,خذا risque,0.66
sample_00001861,فهمتش شبيه,0.64
sample_00001862,آ خذا risque وو وأول مرة يظهر وجهه عال l'internet,3.34
sample_00001863,بال façon أذيكا ويحكي في موضوع وهكا يجيب فيها rambo,3.68
sample_00001864,كهو,0.48
sample_00001865,آ هب هبطت ال vidéo,1.78
sample_00001866,وعرفت آك اللي كيما تبعث risky text لصحابتك وإمبعد ترمي التاليفون وتهرب,3.78
sample_00001867,أكاكا,0.34
sample_00001868,أنا هبطت ال vidéo,1.3
sample_00001869,رميت التاليفون وهربت,1.46
sample_00001870,وما حبيتش نرجع له خليته كاكا وغبرت,2.04
sample_00001871,وعملت روحي هكا إنريفز في شوية math خاطر غدوة إنعدي,2.46
sample_00001872,بعد شوية ما نجمتش إنشد روحي مرجعت,2.3
sample_00001873,مرجعت بش إنشوف شنوا صار في ال vidéo,2.02
sample_00001874,ياخي آ حليت الستوريات,1.56
sample_00001875,نلقى وجهي,1.32
sample_00001876,تعدى لي بعد وجهي,1.2
sample_00001877,وجهي,0.56
sample_00001878,وجهي,0.64
sample_00001879,عباد الكل تبارتاجي في ال vidéo,1.44
sample_00001880,أوكي باهي,1.08
sample_00001881,مشيت بش إنش ندخل إنشوف قداش من vu,1.66
sample_00001882,خمستعشن ألف,0.88
sample_00001883,خمستعشن ألف وآنا عندي أربعمياتن followers وقتها,2.22
sample_00001884,خمستعشن ألف,0.98
sample_00001885,حاجة آ رعب حاجة مش normale,2.38
sample_00001886,آ قلت apparement أه ماشية الحكاية معناها,3.58
sample_00001887,وإمبعد إن خزرت لآك البارة متاع اللا قداشن message,2.74
sample_00001888,ستتعشن messages,1.26
sample_00001889,عمري في حياتي ما لميت ستتعشن messages,1.9
sample_00001890,عمري,0.64
sample_00001891,عمري,0.84
sample_00001892,خزرت للبارة أذيكا وحاصيلو وإنشوف فاكا الأحمر وآكا القلوب وال followers ووه,4.14
sample_00001893,يح,0.66
sample_00001894,موش normal,1.04
sample_00001895,مخي آ ال dopamine آ لقيت source جديدة متاع dopamine معناها مش لازم fortnite,4.7
sample_00001896,موش لازم,0.44
sample_00001897,خليهم لل création de contenu,1.98
sample_00001898,إمبعد من غدوة مشيت لل lycée عديت devoir ال math متاعي,3.3
sample_00001899,ما إمه,0.9
sample_00001900,نحكيوا عليه ستة جبت فيه,1.3
sample_00001901,ماهواش باهي ما عديتش بالباهي خاطر ما ريفزتش,1.92
sample_00001902,آما العباد الكل جاتني من غدوة في ال lycée,2.34
sample_00001903,كريم يعطيك الصحة عال vidéo,1.98
sample_00001904,آ رانا بالرسمي we can relate لاللي حكيته,3.04
sample_00001905,آ رانا بالرسمي آ نحسوا لي ثمة برشا حاجات لازمهم يتبدلوا,2.92
sample_00001906,أوكي,0.54
sample_00001907,أوكي إنحس في روحي وقتها superman في وسط ال lycée,2.5
sample_00001908,آ نمشي كل خطوتين يجيني شكون يحكي معايا,2.3
sample_00001909,بالرسمي آ ال feeling موش normal,1.88
sample_00001910,قاعد إنحس في impact,1.04
sample_00001911,آ روحت للدار وقلت أسمعني برجولية هو devoir ال math مشى مشى معناها كهو,4.52
sample_00001912,ننساوهو,0.84
sample_00001913,وتو إنحاولوا نعملوا حاجة جديدة,2.5
sample_00001914,حليت live instagram آنا وطفل صاحبي,2.06
sample_00001915,وأنفيتينا العباد من غدوة,1.58
sample_00001916,آ بش نعملوا كيما الوقفة إحتجاجية سلمية,2.76
sample_00001917,je dis bien سلمية,1.02
sample_00001918,آ وسمينها يوم غضب,2.04
sample_00001919,وين آ قررنا بش ما نقراوش آ ساعتين مالعشرة لنص النهار,3.68
sample_00001920,by the way ما قلت لكمش آنا آنا lycée pilote سوسة,2.32
sample_00001921,donc آ ما تقراش ساعتين ماهيش حاجة ياسر آ faisable,3.02
sample_00001922,آ أ,1.1
sample_00001923,كهو,0.5
sample_00001924,مشينا من غدوة وماشي آنا وحاط في مخي لي العباد لك شتقول ملا مهبول هذايا وفاش يحكي البارح في ال l'instagram,4.96
sample_00001925,ومتع بش يخزروا لي العشرة متع آ,2.28
sample_00001926,خاطر هي في ال pause متاع العشرة لنص النهار,1.7
sample_00001927,بش يخزروا لي العشرة ويقولوا,1.2
sample_00001928,إم أذاكا آك ال,0.98
sample_00001929,لي هبط إمبارح وقال,1.18
sample_00001930,ودخلوا يقراوا,0.9
sample_00001931,شوية لقيت ال lycée كامل معايا و,1.64
sample_00001932,وبالشوية بالشوية لقيت ثمة لافتات وشعارات قاعدة تتمد,3.06
sample_00001933,متاع بدل ال système,1.26
sample_00001934,آ ال hashtag لي آنا قلته في ال vidéo متاعي,2.359
sample_00001935,آ ومتع آ أ توكسي أ الل ال logo متع ال toxicity هذاكا,4.56
sample_00001936,آ برشا برشا حاجات أخرين محلاهم,2.219
sample_00001937,آ it was a huge success عملنا débat آ,3.101
sample_00001938,آ fruitful عاللخر مع لساتذة مع لدارة في وسط بعضنا التلامذة وما قريناش ساعتين en effet,5.101
sample_00001939,باهي,0.46
sample_00001940,آ,0.94
sample_00001941,هذيكا كانت أكثر مرة صار فيها impact بالنسبة ليا,3.7
sample_00001942,وكانت expérience لي حلت لي عيني على برشا حاجات,3.6
sample_00001943,آ عملنا médiatisation لل événement,1.98
sample_00001944,وبعثنا لل compte ليسينا عرفتوه compte ليسينا الناس الكل,2.72
sample_00001945,آ ياخي آ هبطونا عال compte,2.46
sample_00001946,وو وعرفتوها الم,1.64
sample_00001947,الكو  ال post متاعنا عمل ثلاثين ألف likes,3.44
sample_00001948,في نهار,0.68
sample_00001949,الحاجة لي ماتصيرش إلا فاكا البوستوات متاع تم آ تعليق الدروس عرفتوهم,4.1
sample_00001950,آ normalement ماتصيرش معناها آك اللي خاطر مرة يهبط آ آك التلميذ توفى الله يرحمه,4.2
sample_00001951,خمسة آلاف likes,0.84
sample_00001952,التلميذ درا شنوا نجح في مسابقة درا شنوا طيه الصحة خمسة آلاف likes,4.84
sample_00001953,ثلاثين ألف likes,1.16
sample_00001954,بدل ال système ال hashtag متاعي في ال,2.28
sample_00001955,حسيت حاجة موش normale,2.22
sample_00001956,آم كيما قتلكم هذيكا كانت أكثر آ حاجة حلت لي عينيا,4.34
sample_00001957,آ بالشوي بالشوي بديت إنهبط في أكثر فيديوات وبديت نتشجع,2.8
sample_00001958,وال community عال l'instagram بدات تكبر,2.16
sample_00001959,آ واللا وما حكيت لكمش آنا ماهو الموفمة,3.2
sample_00001960,متع بدل ال système,1.1
sample_00001961,ولات موفمة nationale,1.5
sample_00001962,آ خاطر كان تتفكروا,1.72
sample_00001963,ونتصوركم تتفكروا آ اللي آم,2.68
sample_00001964,برش بالشوي بالشوية ثمة برشا ليسيات,1.88
sample_00001965,آ وعملوا آ كتبوا hashtag بدل ال système بالكراطب,3.18
sample_00001966,آ donc إنجموا نقول بكل تحفظ وأما فخر,3.62
sample_00001967,آ اللي آنا بديت ثورة,1.46
sample_00001968,lowkey ثورة,1.12
sample_00001969,donc كان تحبوا تصفقوا تنجموا توا,1.66
sample_00001970,آ وآنا آم,2.64
sample_00001971,بعد ما كبرت ال communauté عال l'instagram,2.52
sample_00001972,ومازالت قاعدة تكبر إن شاء الله,1.36
sample_00001973,آ إنحب إنبارتاجي معاكم,1.32
sample_00001974,trois astuces,0.82
sample_00001975,three lessons اللي آنا,1.38
sample_00001976,آب لميتهم,1.6
sample_00001977,بقدرة قادر,1.28
sample_00001978,آه في الثلاثة سنين لي فاتوا وإن شاء الله ينفعوكم,2.5
sample_00001979,الحاجة لولة إنو collaboration آ strengthens impact,4.48
sample_00001980,آ إنك آ le fait إنك تبارتاجي l'idée متاعك مع شكون آخر,3.56
sample_00001981,راو آ بش يحل آفاق جديدة,2.6
sample_00001982,وإنت عمرك ما تخيلتها لافاق أذيا لي هي possibles لل l'idée متاعك,2.98
sample_00001983,بالطبيعة أعرف مع شكون تبارتاجي خاطر كان,1.78
sample_00001984,والكلنا نعرفوا آ,1.18
sample_00001985,إب ر معناها intellectual property في تونس آ ما شاء الله,3
sample_00001986,آ يسرق لك فكرتك ويعملها ويربح منها فلوس وإنت أقعد غادي معناها,4
sample_00001987,donc لازمك تعرف مع شكون تبارتاجي فكرتك,1.62
sample_00001988,وو وتنجم تكبر وتوصل لحاجة كبيرة عاللخر,2.62
sample_00001989,خاطر آنا كان عمري ما تشجعت إنني إنبارتاجي l'idée متاعي مع التلامذة متاع ال lycée متاعي الكل,5.32
sample_00001990,وعاونوني إننا نعملوا ال النهضة هذيكا,2.34
sample_00001991,راي ما ولاتش آ موفمة nationale,1.84
sample_00001992,آ الحاجة الثانية هي,2.16
sample_00001993,authenticity,0.66
sample_00001994,you always get to be authentic with your audience,2.5
sample_00001995,آ authenticity آ,1.84
sample_00001996,العباد ياسر آ ي يقدروها,2.6
sample_00001997,subconsciously شمعنها معناها,1.78
sample_00001998,هوما في الحقيقة ما يقدروهاش أما وقت اللي يلقاووك ماكش authentic وقتها يفيقوا لي هوما م لي هوما حاجتهم بيها,5.199
sample_00001999,معناها l'instagrameuse لي ما تستعملش آ ال produit أما قاعدة تحكي عليه في الستوريات متاعها,5.42
sample_00002000,آ يفيقوا بيها,1.32
sample_00002001,ويسبوها,0.86
sample_00002002,وما يشريوش ال produit,1.32
sample_00002003,كيف كيف إنت لازمك تكون honnête مع les principes وو و les idées و les idéiologies لي قاعد تبارتاجي فيهم مع ال communauté متاعك,7.461
sample_00002004,باش أكاكا تمكسيميزي ال l'impact,3.3
sample_00002005,آ الحاجة الثالثة,1.54
sample_00002006,اللي آنا إنسيتها لحظة برك,1.44
sample_00002007,آه,0.92
sample_00002008,لحظة حاجة الثالثة ثمة حاجة ثالثة,1.78
sample_00002009,والله ثمة,0.56
sample_00002010,إنسيتها,0.42
sample_00002011,آم,0.76
sample_00002012,أوكي,0.48
sample_00002013,نتعداوا أوكي مش لازم,1.32
sample_00002014,cloture,0.76
sample_00002015,آ donc voilà حكيت برشا آ,3.08
sample_00002016,حبيت نعمل style storytelling خاطر i really believe ذ in the power of storytelling,3.68
sample_00002017,آ ه أذاكا علاش بارتاجيت برشا من عندي,2.94
sample_00002018,وإن شاء الله آ you can relate للحاجات لي قلتهم وينفعوكم,3.46
sample_00002019,آم,0.82
sample_00002020,أ ر i believe اللي لحظة,1.5
sample_00002021,i believe اللي أ اللي اللي,2.12
sample_00002022,الجملة أذيا آنا كتبتها مرة ما نعرش est ce que ثمة شكون كتبها قبل أما تعجبني عاللخر وإن شاء الله نطلع معناها متاعي عندي ال copyright متاعها,8.9
sample_00002023,آ لي هي i believe اللي lessons are not meant to be shared they are meant to be learned,5.28
sample_00002024,معناها قد ما آنا تو بش نحكي لازمك إنت في اللخر تقوم وتبدا,4.58
sample_00002025,و و you start your own journey في الحكاية هذيا,2.66
sample_00002026,وتتعلم الدروس هذيا وحدك خاطر آنا تو بش نحكي آما في اللخر بالكل إنت بش تتعلم وحدك,4.48
sample_00002027,donc آ فاش تستنى بش تقوم تبدا,1.96
sample_00002028,آ دما نقول أصعب étape إنك تبدا,1.96
sample_00002029,آ voilà أبدا وكانك حاسس لي إنت خايف ولا,3.899
sample_00002030,ولا ثمة risque كبير في الحكاية,1.98
sample_00002031,وإنحب إنفكرك اللي ديما ديما ديما ثمة ال risque أذاكا موجود,2.88
sample_00002032,donc آ,1.3
sample_00002033,ثمة quote إنحبه عاللخر لي هو يقول آ,2.02
sample_00002034,it sounds very cliché أه,1.16
sample_00002035,بش إن بش نختم ب quote,1.72
sample_00002036,feel the fear but do it anyways,2.38
sample_00002037,معناها حس الخوف,1.34
sample_00002038,أوكي آنا خايف أما بش نعملها بقلة ليها,2.36
sample_00002039,كهو donc آ عقلية بقلة ليها,1.92
sample_00002040,وو وآنا هذاكا هو merci,2.48
sample_00002041,نهار أربعتعش جانفي يوم تاريخي,2.604
sample_00002042,ماللي هبط للشارع لاللي نهار كامل قدام التلفزة ولا ال radio يستنى في الجديد,4.666
sample_00002043,العشية التاليفونات كلات بعضها,2.93
sample_00002044,تي هام قالوا هرب ورتحنا,1.816
sample_00002045,لا,0.378
sample_00002046,كيفاه,0.527
sample_00002047,يمشي ويسلم معناها,2.224
sample_00002048,زعما بالحق خاف من صوت ووحدة الشعب ولا بش يرجع لنا ويعمل فينا,4.517
sample_00002049,هرب,0.689
sample_00002050,والله هرب,0.988
sample_00002051,وظاهر لي ال système الفاسد مشى على روحه بش إنشوفوا تونس جديدة فيها شغل وحرية وكرامة وطنية,7.222
sample_00002052,أما اليوم بعد عشرة سنين وزوز أشهرة وأثنعشن يوم ما نجمتش نحسب السوايع ومازالوا ثمة ناس عايشين عالخبز والما,8.621
sample_00002053,حتى الما مش خالطين عليه,1.996
sample_00002054,أذايا معناها إنو ال système ما تبدلش بل بالعكس لقى ظروف مناسبة بش يتزيد يتعمق ويترسخ في المجتمع متاعنا,7.346
sample_00002055,للي ولينا إنشوفوا في نسا يموتوا في ثنيتهم للسانية وبنات يموتوا في ثنيتهم للمدرسة,4.997
sample_00002056,وأحنا ساكتين,1.061
sample_00002057,تعرفوش علاش,1.117
sample_00002058,ال système عاش قصة حب كلاسيكية,2.787
sample_00002059,القصة هاذي كانت مع الجهل,2.376
sample_00002060,القصة هاذي مميزة أما في المعنى السلبي بالطبيعة في إنها خذات من كل قصة حب أخرى الخايب فيها بش عملت لنا الخليط العجيب اللي قاعدين إنعيشوا فيه اليوم,9.22
sample_00002061,خذات آ خوف جميل وبثينة وسذاجة روميو وجوليات كذب frank و april إستغلال مالكوم وماري وأنانية rose و jack ومن غير ما تقولوا لي لا كان طلعته فوق اللوحة ما عادش romantique الحكاية,12.753
sample_00002062,صحيح,1.147
sample_00002063,ال système حب الجهل قبل الثورة وجات الثورة كيما الشخصية الشريرة وحبت ت تفرقهم,5.498
sample_00002064,أما مانا قلنا قصة حب كلاسيكية وللا يعني رغم العواصف والزلازل حرفيا ال système رجع مع الجهل وخير من قبل,7.744
sample_00002065,على خاطر قصة حبهم كانت صحيحة والمنفعة فيها متبادلة,4.152
sample_00002066,الجهل يعاون ال système بش يغطي على المشاكل لي موجودة في البلاد,4.034
sample_00002067,وال système يعاون الجهل بش يزيد يتعمق في المجتمع متاعنا,3.682
sample_00002068,وأحنا كشعب قعدنا في دوامة حب ال système والجهل,3.149
sample_00002069,مرة يضرنا ال système بالتهميش,2.236
sample_00002070,ومرة يضرنا الجهل بإننا ساكتين وقابلين الوضع,2.895
sample_00002071,أما الثورة حاولت,1.365
sample_00002072,حاولت تفشل العلاقة ال toxique اللي دمرت برشا عباد معاها وقت اللي قريب تنجح,6.365
sample_00002073,ال système غطى عليها وجا ك يسكت لها صوتها,3.611
sample_00002074,وأحنا طفينا الضو,1.198
sample_00002075,التطابق المثالي بين ال système والجهل أش سبب لنا أكبر أزمة تواجهها الإنسانية,5.721
sample_00002076,واللي هي التغير المناخي,1.856
sample_00002077,ثمة برشا فيكم بش يقولوا أوف تي فدينا منها الحكاية وزيد أحنا ما إنشاركوش برشا في التلوث وزيد ماعناش فلوس يعني وضعيتنا صعيبة,7.659
sample_00002078,وثمة شكون بش يكون أكثر إيجابية وبش يقول آ شمعناها تغير مناخي معناها النشرة الجوية,6.753
sample_00002079,بالطبيعة قلت إيجابي على خاطر عالأقل حب يعرف ويسئل,3.805
sample_00002080,آ ال système خلانا كيما برشا دول نستغلوا كل ما هو موجود على الأرض بشكل مفرط,5.398
sample_00002081,مالإنسان إنو تحرمنا من حقوقنا الأساسية والحيوان بإنو رديناهم في خدمتنا نعملوا بيهم وفيهم اللي إنحبوا,7.805
sample_00002082,يعني آ الثورة حاولت تفشل العلاقة ال toxique هاذي أما أحنا طفينا الضو,5.582
sample_00002083,آ الرأسمالية المتوحشة خلاتنا ناكلوا بعضنا وخلاتنا ما نعرفوا حتى شي على بلادنا وعلى مستقبلنا,7.423
sample_00002084,المجتمع الإستهلاكي خلانا في دوامة إننا ما إنخمموش حتى في مستقبل صغارنا,4.77
sample_00002085,وتوا عنا كورونا أكبر أزمة يمكن شفناها في حياتنا أزمة خلاتنا ولو شوية إنخمموا في مستقبل صغارنا,8.133
sample_00002086,الصغار بش يعيشوا في عالم متبدل ملوث فيه جميع أنواع الكوارث الطبيعية وزيد فيه أوبئة,5.51
sample_00002087,باهي بش تقولوا نعطي في خطاب سلبي وأحنا تو يلزمنا برشا تفائل يعني الوضعية الصحية والسياسية ولقتصادية ولجتماعية الكل داخلين بعضهم وما حاجتناش بش آ نحكيوا على التلوث والتغير المناخي,12.766
sample_00002088,صحيح أما هذا خطاب واقعي,3.027
sample_00002089,هذا الصوت لي إنحبوا إنسكتوه بش إنعيشوا في اللحظة,2.827
sample_00002090,أما كي تولي اللحظة فيها كورونا كي تولي اللحظة فيها masque وتباعد وإجراءات عمرنا ما شفنا كيفها قبل,6.112
sample_00002091,عمناول الوقت هذا بالضبط مارس ألفين وعشرين عمرنا ماكنا إنخمموا شنوا بش يعمل فينا ال système والجهل وبعد في عام أكهو عشنا أخيب فترة في حياتنا,10.849
sample_00002092,اللي قتلت أكثر من ثمانية آلاف وستميات تونسي وتونسية واللي حرمت الغني والفقير من برشا حاجات,6.301
sample_00002093,آما بالطبيعة درجات مختلفة,2.598
sample_00002094,مش كيما الغني لي ينجم يلقى رعاية صحية وقت اللي يحتاجها مش كيما الفقير لي ماعندوش حتى حق masque الفقير اللي ماعندوش كياس يهزه للسبيطار والفقير اللي ماعندوش ما بش يغسل ماعندوش ما بش يشرب أصلا,12.019
sample_00002095,كورونا خلاتنا إنشوفوا الهوة الموجودة في المجتمع متاعنا بين المحظوظين والمم متعين بإمتيازات والمهمشين اللي ماعندهمش أبسط حقوقهم لجتماعية,12.469
sample_00002096,كورونا زادا كشفت على سنوات من إهمال قطاع أساسي لأمن الدولة واللي هو القطاع الصحي اللي مهترئ لدرجة إننا ماناش مستعدين لحتى مرض يجي لبلادنا خلي عاد كي تبدى جايحة عالمية,11.391
sample_00002097,وكورونا زادا حطت قطاع أساسي في محاربة الجهل واللي هو التعليم في خطر الإندثار على خاطر ماعنا حتى حل بش نقراوا في وسط آ جايحة عالمية ولا كارثة عالمية,10.01
sample_00002098,أما تعرفوش مشكلتنا أشنوا,2.159
sample_00002099,بالطبيعة مشكلتنا التغير المناخي,2.249
sample_00002100,أما مشكلتنا إننا فيسع ننساوا,2.776
sample_00002101,فيسع تصير حكاية تاكل عليها الدنيا بعضها الناس الكل تحكي الناس الكل حالة live في ال facebook وبعد في أقل من شهر ساعات في جمعتها تتنسى الحكاية وما عاد يتلفت لها حد,9.938
sample_00002102,نفس الحكاية صارت مع حيوانات البلفيدار نفس الحكاية صارت مع نفايات إيطاليا نفس الحكاية صارت مع مها اللي هزها الواد ومع برشا مشاكل إجتماعية وبيئية,10.439
sample_00002103,أما نتصورش ننساوا كورونا هه,2.493
sample_00002104,واللي هي حاجة باهية بالطبيعة إننا ماعاش إنخليوا أزمة كيمن هكا تتعاود لبلادنا,4.306
sample_00002105,على خاطر النسيان plutôt التناسي متاعنا قاعد يقمع في أي واحد يناضل ضد ال système الفاسد والجهل,7.875
sample_00002106,ال système كي يسمع بأي مجموعة تناضل من أجل ال cause ولا قضية ما يحاول يسكته يحاول يقمعه,6.856
sample_00002107,في آ youth for climate tunisia واللي هي حركة شبابية إحتجاجنا آ نشاطنا الأساسي plutôt هو الإحتجاج من أجل العدالة المناخية والإجتماعية,8.291
