id,wav_path,duration_seconds,reference_word_count,prediction_word_count,word_edits,char_edits,wer,cer,bucket_flags,reference,prediction
sample_00018590,dataset/extracted_wavs/sample_00018590.wav,3.094,7,8,2,5,0.285714,0.104167,code_switched_reference,انتوما هوما لي تجاوبوا عليها take accountability,اما انتوما هوما الي تجاوبوا عليها take accountability
sample_00007671,dataset/extracted_wavs/sample_00007671.wav,3.544,9,9,9,21,1.000000,0.500000,arabic_only_reference,لم نعد نفكر بعد اينشتاين كما كنا نفكر قبله,نمنعوا اللي فكروا بعدها اشتايت كيما قلنا نفكروا قبل
sample_00016564,dataset/extracted_wavs/sample_00016564.wav,8.162,25,29,16,35,0.640000,0.271318,arabic_only_reference,ياخي شبيكم ناس لكل هكا شبيكم كلكم خايبين معنتها كان جيت انا طايح فالقاعة ميت حتي حد ما يغزرلي اما كهاذوما ماتوا خاطرهم يخدموا عند,شبيكم الناس الكل هكا شبيكم كلكم خايبين معنتها كان جيت انا طيح فالقع مات حتي حد من يغزر الي ماكي هذوما ماتوا و خاطر ما يخدموا عند بروس اكاهو
sample_00020292,dataset/extracted_wavs/sample_00020292.wav,4.089,12,12,0,0,0.000000,0.000000,code_switched_reference,so انا i was in a phase متع نفهم روحي شنيا معناها,so انا i was in a phase متع نفهم روحي شنيا معناها
sample_00009493,dataset/extracted_wavs/sample_00009493.wav,1.376,5,5,3,6,0.600000,0.222222,arabic_only_reference|short_clip,زادا ما ننساهاش خالتي زبيدة,وزادا ما ننساهاش حتي زبايد
sample_00006498,dataset/extracted_wavs/sample_00006498.wav,11.607,37,39,9,15,0.243243,0.069124,code_switched_reference|long_clip,معناها في اللا واحد في ال العقد الصلح اللي بين روما و carthage بين hannibal و scipion ماعندهاش الحق carthage تكون عندها ا ميناء حربي كيمن هذاكا هو الميناء الحربي متاع carthage c'est quelque chose d'extraordinaire راهو,معناها في الل واحد في الل في العقد السلحة اللي بين ا روما و carthage بين hannibal و sépion ماعندهاش الحق carthège تكون عندها ا ميناء حربي كيمن هذاكا هو الميناء الحربي متاع carthèges c'est quelque chose d'extraordinaire راو
sample_00003064,dataset/extracted_wavs/sample_00003064.wav,2.641,5,5,0,0,0.000000,0.000000,arabic_only_reference|short_clip,فسرعة التغيير ا كبيرة برشا,فسرعة التغيير ا كبيرة برشا
sample_00007319,dataset/extracted_wavs/sample_00007319.wav,0.867,1,1,0,0,0.000000,0.000000,code_switched_reference|short_clip,merci,merci
sample_00005609,dataset/extracted_wavs/sample_00005609.wav,4.649,16,16,14,40,0.875000,0.470588,code_switched_reference,وانا dans le temps شيوعي نمن بالاشتراكية اي حاجة يجيبها لي بابا يفكوها لي ولاد الحومة,وانا طولتهمش يوعي نمن بالشكي اكايا اي حاجة جبالي بابا il faut que هاذي ولا الحوم
sample_00014087,dataset/extracted_wavs/sample_00014087.wav,6.749,14,14,2,2,0.142857,0.024096,code_switched_reference,donc اذاكا علاش بال passeport التونسي اذايا انجموا انحاولوا نعملوا le tour du monde,donc هذاكا علاش بال passeport التونسي هذايا انجموا انحاولوا نعملوا le tour du monde
sample_00013868,dataset/extracted_wavs/sample_00013868.wav,1.140,5,5,1,2,0.200000,0.090909,arabic_only_reference|short_clip,اما علي شنوا بش نحكيوا,اما عاد شنوا بش نحكيوا
sample_00013455,dataset/extracted_wavs/sample_00013455.wav,3.238,9,8,2,6,0.222222,0.107143,code_switched_reference,الحلمة هذيا لي حلمتها انني نكون designer graphique تحققت,الحلمة هذيا لي حلمتها نكون designer graphique تحقت
sample_00019739,dataset/extracted_wavs/sample_00019739.wav,4.287,10,10,2,3,0.200000,0.050000,code_switched_reference,و جربناه c'est intéressant خاطر فما des plateformes الي تنجم,و جاربنا c'est intéressant خاطر فما des plateformes لي تنجم
sample_00019005,dataset/extracted_wavs/sample_00019005.wav,12.000,28,24,9,17,0.321429,0.118881,arabic_only_reference|long_clip,مازال ما يتطبقش بالباهي معناها مازال ماهوش ماهوش ما ينفعش معناها المرا المعنفة خاطر مثلا توا مرا بش تمشي تشكي في تونس يلزمها برشا فلوس شوف هي ع,مازال ما يطبقش بالباهي معناها مازال موش ما ينفعش معناه المرا المعنفة خاطر مثلا توا مرا بش تمشي تشكي فتونس يلزمها برشا فلوس شوفوا
sample_00008672,dataset/extracted_wavs/sample_00008672.wav,3.317,6,8,6,12,1.000000,0.279070,code_switched_reference,université مال japan université بال norvège,université بال japon بال université مال nord باش
sample_00006053,dataset/extracted_wavs/sample_00006053.wav,0.946,4,4,0,0,0.000000,0.000000,code_switched_reference|short_clip,op on perd cela,op on perd cela
sample_00002904,dataset/extracted_wavs/sample_00002904.wav,3.559,9,9,0,0,0.000000,0.000000,arabic_only_reference,لكن انت تويكا في الوقت الحالي تعرف روحك شكون,لكن انت تويكا في الوقت الحالي تعرف روحك شكون
sample_00019125,dataset/extracted_wavs/sample_00019125.wav,5.076,12,11,4,8,0.333333,0.121212,code_switched_reference,باهي نحب نقوللكم الي ال éxperience هاذيا بلحق تخليك تعرف روحك علخر,باهي نحب نقوللكم الي l'expérience هاذيا بالحق تخليك تعرف روحك عاللخر
sample_00006134,dataset/extracted_wavs/sample_00006134.wav,1.139,5,4,2,3,0.400000,0.125000,arabic_only_reference|short_clip,الثاني قال له انا النجاح,الثاني قالوا انا النجاح
sample_00018174,dataset/extracted_wavs/sample_00018174.wav,4.220,4,4,0,0,0.000000,0.000000,arabic_only_reference,كان انتي تقول راهو,كان انتي تقول راهو
sample_00009002,dataset/extracted_wavs/sample_00009002.wav,1.480,2,2,2,9,1.000000,0.900000,arabic_only_reference|short_clip,بعد الثورة,معنتها القاعدة
sample_00007951,dataset/extracted_wavs/sample_00007951.wav,7.268,21,17,21,91,1.000000,0.819820,code_switched_reference,ا الناس اللي مشاوا اكيد يعني ثمة ثمة ناس تعبوا ياسر في الثنية مش العباد الكل راهو عملوا distance كاملة عالساقين,يعني ا les chiffres الكلناس متوبة عملناه par rapport سنة عندها سنوات prévues donc c'était pas facile
sample_00013319,dataset/extracted_wavs/sample_00013319.wav,2.380,5,7,7,13,1.400000,0.464286,arabic_only_reference|short_clip,انحب انفيق لروحي انفيق لوقتي,انحبت في اقل روحي في عقل وقتي
sample_00014180,dataset/extracted_wavs/sample_00014180.wav,0.718,1,2,2,6,2.000000,1.200000,code_switched_reference|short_clip,bravo,برا vous
sample_00011666,dataset/extracted_wavs/sample_00011666.wav,2.167,4,6,5,15,1.250000,0.789474,code_switched_reference|short_clip,mais استانست او ثمة,et c'était نست اه ثمة ام
sample_00015571,dataset/extracted_wavs/sample_00015571.wav,0.837,2,2,0,0,0.000000,0.000000,arabic_only_reference|short_clip,بعدها رفض,بعدها رفض
sample_00009404,dataset/extracted_wavs/sample_00009404.wav,3.500,7,6,7,26,1.000000,0.764706,arabic_only_reference,جاء التفسير امخر اتاوا ا نوصلوا له,وكي يكتشف في مخي مع تونس
sample_00009291,dataset/extracted_wavs/sample_00009291.wav,2.720,6,8,7,19,1.166667,0.452381,arabic_only_reference|short_clip,واللي لازمنا بالحق انحافظوا عالحاجات هذوما,واللي هاذي ما انحبك انحاول علي حاجة اذوكا
sample_00005068,dataset/extracted_wavs/sample_00005068.wav,11.461,25,25,11,13,0.440000,0.099237,arabic_only_reference|long_clip,هاذي القضية لي مستني ومست العباد اللي معايا انتم ينجم يمسكم قضية اخري تنجم تمسكم السلم في العالم ينجم يمسكم ح ا ل القضية الفلسطينية,هاذي القضية لي مستني ومستت العباد اللي معايا انتوما ينجم مسكم قضية اخري تنج مت مسكم السلم في العالم انجم مسكم ا ل القضيا الفلسطيلية
sample_00018395,dataset/extracted_wavs/sample_00018395.wav,6.901,15,14,10,41,0.666667,0.436170,code_switched_reference,هاي هاذي تلبس منعرفش تشري مال boutique هاذيكا تعمل مال boutique هاذيكا ساعات تلقي influenceuse,هاذي تلبس ما نعرش ما تشري مبوتي كيفيكة تعمل مبوتي كيفكة ساعات تلقي influenceuse
sample_00003758,dataset/extracted_wavs/sample_00003758.wav,3.708,8,8,3,6,0.375000,0.127660,arabic_only_reference,انحبوها تكون كل المدارس متاع تونس مدارس نموذجية,تحبوها تكون كل المدارس متاع تونس مدارستة مذجية
sample_00003124,dataset/extracted_wavs/sample_00003124.wav,14.711,42,43,10,22,0.238095,0.103774,code_switched_reference|long_clip,ا امبعد تجربة i watch ممكن اشرف ما حكاش علي i watch اما انا بش نتجرا ولو انو تجربتي صغيرة ونحكي علي i watch انها ممكن هي l'expérience او اول expérience في حياتي عملت لي overdose متاع dopamine متاع سعادة كي خدمتها,ا ا امبعد تجربة i watch ممكن اشرف ما حكاش عال i watch اما انا بش انجري ولا انو تجربي صغيرة ونحكي عال il watch انها ممكن هي l'expérience او اول expérience في حياتي عملت لي overdose متاع dopamine متاع ساعات باك خذنت
sample_00017156,dataset/extracted_wavs/sample_00017156.wav,10.570,25,24,15,22,0.600000,0.156028,code_switched_reference|long_clip,هذي هيا هذي هيا حقيقة الوضع فالوسط الريفي احنا ادخلنا بالامكانيات الموجودة البشرية و التقنية و حتي المادية شنوا شنعمل نمشي لبرا نجيب des prix,هاذي هي الحقيقة الوضع في الوسط الريفي احنا دخلنا بالامكانيات الموجودة البشرية والتقنية و حتي المادية نجي شنوة نعملو نمشي لبارا نجيد des prix
sample_00017606,dataset/extracted_wavs/sample_00017606.wav,5.624,12,13,4,11,0.333333,0.164179,code_switched_reference,système éducatif خايب و حتي كان خايب بالحق معناها اخيب مالخايب عرفت,يستني ال médicatif خايب و حتي كان خيب بالحق معناها اخيب مالخايب عرفت
sample_00012731,dataset/extracted_wavs/sample_00012731.wav,19.904,50,50,12,20,0.240000,0.077220,code_switched_reference|long_clip,والنسوية هذيا بطبيعة الحال انشوفوها partout اه انشوفوها في البلايص الكل ونتستخايلوا انها تعبر علي كل النساء ولا علي كل ا النسويات ون نحسبوها مثلا ا ا عخاط علاش علي خاطرها ا انشوفوها في السلع في التلفزة ا في الغنا في الاعلام مثلا ا فيلم barbie اللي خرج ا مؤخرا,والنسوية هذيا بالطبيعة الحل انشوفوها partout وانا انشفوها في البلايص الكل ونتستخايلوا انها تعبر علي كل النساء ولا علي كل ا النسويات ون نحسيبوها مثلا ا ا خاطر علاش علي خطرها ا ان شفواها في السلاعة في التلفزة ا في الغناية في الاعلام مثلا فيلم barbie اللي خرج ا مؤخرا
sample_00020011,dataset/extracted_wavs/sample_00020011.wav,8.520,19,20,1,4,0.052632,0.042105,code_switched_reference,نتذكر واحد بركا اما الباقي حتي prof لا زادلي في حياتي لا بالعكس معناها فما برشا des prof عملولي,bon نتذكر واحد بركا اما الباقي حتي prof لا زادلي في حياتي لا بالعكس معناها فما برشا des prof عملولي
sample_00018987,dataset/extracted_wavs/sample_00018987.wav,7.053,10,10,3,3,0.300000,0.049180,arabic_only_reference,عاودت شريت الي بعتو الكل الزرابي الريدوات الاراضي الغنم الخيل,عاودت شريت اللي بعتو لكل الزرابي الريدوات الاراضي الغلم الخيل
sample_00019464,dataset/extracted_wavs/sample_00019464.wav,5.976,7,10,5,22,0.714286,0.511628,code_switched_reference,نبدا نبرينستورمي سوايع عرفت donc support me,نبدا نبدا and brainstorm me عسوايا عرفت donc support me
sample_00002510,dataset/extracted_wavs/sample_00002510.wav,1.775,5,5,0,0,0.000000,0.000000,code_switched_reference|short_clip,et je trouve ça extraordinaire,et je trouve ça extraordinaire
sample_00016433,dataset/extracted_wavs/sample_00016433.wav,1.033,4,3,4,4,1.000000,0.235294,arabic_only_reference|short_clip,و الجبس طايح عليا,والجبز طيح علينا
sample_00009458,dataset/extracted_wavs/sample_00009458.wav,2.740,7,5,5,7,0.714286,0.218750,arabic_only_reference|short_clip,خ عطاتني كويس تاي بنين بنين بنين,خاطات يكوايستاي بنين بنين منين
sample_00010571,dataset/extracted_wavs/sample_00010571.wav,2.887,7,8,3,3,0.428571,0.069767,code_switched_reference|short_clip,ومشيت بش نعمل présentation وكانني سفير تونس,ومشيت بش نعمل présentation واك انني سافير تونس
sample_00002219,dataset/extracted_wavs/sample_00002219.wav,3.859,15,13,6,13,0.400000,0.158537,arabic_only_reference,قال لي بابا هاو السبب لول والثاني والثالث اللي بش يخلينا انطردوك مالدار اخرج علينا,قال لي بابا هاو سبب لول والثاني والثالث شخليني انطردوكم الدار اخرج علينا
sample_00020872,dataset/extracted_wavs/sample_00020872.wav,3.473,6,7,1,2,0.166667,0.052632,code_switched_reference,into consideration عرفت اكاللي كان عبد,ا into consideration عرفت اكاللي كان عبد
sample_00017803,dataset/extracted_wavs/sample_00017803.wav,3.811,10,10,0,0,0.000000,0.000000,code_switched_reference,sinon كان يتعدا وقت معناها و ça va please block,sinon كان يتعدا وقت معناها و ça va please block
sample_00004793,dataset/extracted_wavs/sample_00004793.wav,3.303,6,7,2,1,0.333333,0.035714,code_switched_reference,كل يوم يعدي matière والا زوز,كل يوم يعدي matière و الا زوز
sample_00009748,dataset/extracted_wavs/sample_00009748.wav,1.480,3,3,1,2,0.333333,0.111111,arabic_only_reference|short_clip,انسمعكم هذايا زادا,سمعكم هذايا زادا
sample_00008556,dataset/extracted_wavs/sample_00008556.wav,5.278,9,8,6,16,0.666667,0.410256,arabic_only_reference,ام انحب نسيل سوال ا شكون يعرفني يهز يده,ا م حمس السؤال ا شكون يعرفني هكاكا
sample_00010986,dataset/extracted_wavs/sample_00010986.wav,0.812,1,1,0,0,0.000000,0.000000,arabic_only_reference|short_clip,ام,ام
sample_00010810,dataset/extracted_wavs/sample_00010810.wav,4.192,15,16,3,3,0.200000,0.041096,code_switched_reference,علي فكرة juste حاجة حبيت نقولها وانا جاي من تونس انا اول مرة انجي لجندوبة,علي فكرة juste حاجة حبيت نقولها ا انا جاي من تونس انا او مرة انجي لجندوبة
sample_00016085,dataset/extracted_wavs/sample_00016085.wav,9.397,23,22,10,30,0.434783,0.263158,code_switched_reference,you're gonna get hurt eventually karma is a bitch which is so كان بلحق تحبوا تضربوا هكا عصفورين بحجرة do not do it,i'm gonna get hurt eventually comment is it better so كان بالحق تحبوا تضربوا هكا عصفوا لين بحاجة do not do it
sample_00003558,dataset/extracted_wavs/sample_00003558.wav,4.528,7,7,1,1,0.142857,0.029412,code_switched_reference,donc ا ثمة نصيحة اخري فوته الموضوع,donc ا ثمة نصيحة اخري فوت الموضوع
sample_00001707,dataset/extracted_wavs/sample_00001707.wav,3.364,10,10,1,3,0.100000,0.061224,arabic_only_reference,كنت ما انحبش نتعامل مع العباد نتعامل كان مع الكتب,كنت ما انحبش نتعملوا مع العباد نتعامل كان مع الكتب
sample_00005364,dataset/extracted_wavs/sample_00005364.wav,0.580,1,1,0,0,0.000000,0.000000,arabic_only_reference|short_clip,باهي,باهي
sample_00020069,dataset/extracted_wavs/sample_00020069.wav,6.219,20,19,6,10,0.300000,0.096154,code_switched_reference,فما ناس تتقص عليهم ال connexion il n'existe plus يعني قداش من مرة عباد نراهم تسب فيا تراني فالشارع يعطيك,فما ناس تتقص عليه connection il n'existe plus يعني قداش ما مرة عباد نراهم تسب فايت راني فالشارع يعطيك
sample_00018929,dataset/extracted_wavs/sample_00018929.wav,3.316,9,10,5,8,0.555556,0.160000,code_switched_reference,باهي سررورة كان تحكيلنا علي ال voyage متاعك لخراني,باهي صارو لكن تحكي لنا علي ال voyage متاعك لاخراني
sample_00016895,dataset/extracted_wavs/sample_00016895.wav,3.195,5,5,2,2,0.400000,0.071429,code_switched_reference,كيف يبداو les exercises صعاب,كيف يبداوا les exercices صعاب
sample_00006254,dataset/extracted_wavs/sample_00006254.wav,10.712,27,27,9,13,0.333333,0.091549,code_switched_reference|long_clip,اليوم c'est grâce للايامات هذاكم وصلت انعيش في un mode de vie في اشرس احلامي ماكنتش نحلم بيه علي خاطرني صمدت في اللحظات اذيكا وعلي خاطرني كملت,ليوم c'est grâce للايامات هذيكم صلت انعيش في un mode de vie في اشهر ساحلاني ماكنتش نحلم بيها علي خاطرني سمط في اللحظات اذيكا ومعلي خاترني كملت
sample_00013478,dataset/extracted_wavs/sample_00013478.wav,5.997,9,9,3,7,0.333333,0.116667,code_switched_reference,نعكس التصويرة المزيانة متاعها بالكتيبة اللي نكتبها à travers,nax التصويرة المزينة متاعها بالكتيبة لي نكتبها à travers
sample_00006582,dataset/extracted_wavs/sample_00006582.wav,15.011,26,26,8,15,0.307692,0.120000,code_switched_reference|long_clip,وشقال اخر قال اللي ا ا carthage رغم اللي هي اللي الشعب عنده دور كبير ياسر في تسيير اللا الدولة carthage عمرها ما بدلت من نظام,وشقال اخر قال اللي ا ا carthage ا الرغم اللي هي اللي شعب عنده دور كبير ياسر c'est تصيير اللا الدولة carthaage عمرها مبدلت من نظام
sample_00001577,dataset/extracted_wavs/sample_00001577.wav,2.857,9,9,1,1,0.111111,0.021277,code_switched_reference|short_clip,اما l'entonnoir اللي حكيت لكم عليه ولي فوق راسي,اما l'entonnoir اللي حكيت لكم عليه ولا فوق راسي
sample_00012943,dataset/extracted_wavs/sample_00012943.wav,2.590,4,5,2,2,0.500000,0.080000,arabic_only_reference|short_clip,مالخدم مازلنا ما عرفناهمش,مالخدم مازلنا ما عرفنا وهمش
sample_00011271,dataset/extracted_wavs/sample_00011271.wav,5.176,12,12,0,0,0.000000,0.000000,arabic_only_reference,تعرفت علي زوز ولاد يعملوا الكيف منظمين يخدموا بالليل يقراوا في النهار,تعرفت علي زوز ولاد يعملوا الكيف منظمين يخدموا بالليل يقراوا في النهار
sample_00007343,dataset/extracted_wavs/sample_00007343.wav,5.281,11,10,4,11,0.363636,0.207547,code_switched_reference,تربيت زادا علي قيمة مهمة برشا اللي هي قيمة ال travail,تربيت زادا علي قيمة مهمة رشا اللي هي القيمة الخارجة
sample_00019006,dataset/extracted_wavs/sample_00019006.wav,6.659,19,19,0,0,0.000000,0.000000,code_switched_reference,enough socializing with people i was like i got to that point الي i am so tired of social,enough socializing with people i was like i got to that point الي i am so tired of social
sample_00018471,dataset/extracted_wavs/sample_00018471.wav,1.710,4,5,3,7,0.750000,0.368421,arabic_only_reference|short_clip,هو فالواقع تجي تشوف,هو فلول قاعد يدي تشوف
sample_00019962,dataset/extracted_wavs/sample_00019962.wav,12.000,31,23,15,41,0.483871,0.266234,code_switched_reference|long_clip,تنجم تتطلب برشا فلوس تتطلب برشا فلوس و تتطلب برشا وقت و برشا وقفة معناها انا ديما نقول اذا كان واحد باش يعمل projet يلزمو ياقف عليه surtout salle de sport,تنجم تطلب برشا فلوس و تطالب براشا وقت وبرشا وقفة انا ديما نقول اذا كانها بش يعمل projet يلزمو ياقف عليه surtout saldezpa
sample_00003577,dataset/extracted_wavs/sample_00003577.wav,6.047,24,23,9,12,0.375000,0.111111,arabic_only_reference,بش ا بش تحس بالرضا يقول لك يلزمك تخزر للعباد اللي تحتك تقول حمد لله خير من فلان وخير من فلان هذيا حاجة باهية,بش ا بش تحسب الريضاء يقول لك يلزمك تخزر لعباد اللي تحتك تقول الحمد لله خير من فولان وخير منفولان وهذيا حاجة باهي
sample_00008609,dataset/extracted_wavs/sample_00008609.wav,1.592,4,4,2,2,0.500000,0.095238,arabic_only_reference|short_clip,والصورة هاذي وهو وحده,الصورة هاذي هو وحده
sample_00005628,dataset/extracted_wavs/sample_00005628.wav,1.201,4,4,1,3,0.250000,0.157895,arabic_only_reference|short_clip,من وقتها وليت معارض,من وقتها وليت معرفة
sample_00011559,dataset/extracted_wavs/sample_00011559.wav,2.327,6,6,1,1,0.166667,0.031250,arabic_only_reference|short_clip,هوما الكل يحبوا يوليوا في بلاصتك,وهوما الكل يحبوا يوليوا في بلاصتك
sample_00007156,dataset/extracted_wavs/sample_00007156.wav,9.404,14,14,4,4,0.285714,0.050633,code_switched_reference,اكهو وقفت الزنقة بالهارب جيت لل monsieur قتله عنا اجتماع طارئ لازمنا انشوفوا حل,اكهو ووقفت الزنقة بالهرب جيت لل monsieur قتله عنا اشتماع طارة لازمنا انشوفوا حل
sample_00017369,dataset/extracted_wavs/sample_00017369.wav,3.236,7,7,0,0,0.000000,0.000000,code_switched_reference,ال niveau de productivity متاعو يكون ياسر,ال niveau de productivity متاعو يكون ياسر
sample_00004084,dataset/extracted_wavs/sample_00004084.wav,4.565,9,9,3,5,0.333333,0.096154,arabic_only_reference,عديت عامين لحدود عمري ثمانتعشن عام صار اربعتعش جانفي,عديت عامين الحدود عمره ثمانتعشن عام تسرر اربعتعش جانفي
sample_00020133,dataset/extracted_wavs/sample_00020133.wav,5.182,10,10,4,9,0.400000,0.204545,code_switched_reference,donc قلت انا في مخي الحق ماكنتش حاطا بش نعمل,donc قلت انا في مخي الحق ما كنتش حتي بش
sample_00009437,dataset/extracted_wavs/sample_00009437.wav,9.321,26,19,26,86,1.000000,0.716667,code_switched_reference,كي نبدي ان ان في ال up انولي نخدم برشا انولي très créative انولي انجم ما نرقدش حاجات كيفمن هكا juste هي يلزم واحد ي يعرف,هذاكا وفي العام ولينا ننشروا وليتها محيطية واللي نخزروا لهم قداش في ال l'internet يسئلوا ويسئله ويحبوا يعمل فيه
sample_00020477,dataset/extracted_wavs/sample_00020477.wav,3.920,9,9,3,3,0.333333,0.076923,arabic_only_reference,لين كسر سكاتنا ايمن و قال صوت شكون هاذا,لي مكسر سكاتنا ايمن و قال سوت شكون هاذا
sample_00004333,dataset/extracted_wavs/sample_00004333.wav,4.969,13,14,3,13,0.230769,0.200000,code_switched_reference,النوري بوزيد un ا des une des sommités متاع ال ال cinéma التونسية,نوري بوزيد un ا des une des saumettez متاع ال ال cinéma متاع التونسية
sample_00013816,dataset/extracted_wavs/sample_00013816.wav,1.580,3,3,0,0,0.000000,0.000000,arabic_only_reference|short_clip,في اخر التسعينات,في اخر التسعينات
sample_00011411,dataset/extracted_wavs/sample_00011411.wav,2.779,8,8,2,4,0.250000,0.102564,arabic_only_reference|short_clip,قلت بش نخدم ليلا نهارا مهما كانت الخدمة,قلت بش نخدم ليلة النهار مهما كانت الخدمة
sample_00001923,dataset/extracted_wavs/sample_00001923.wav,0.500,1,1,1,2,1.000000,0.666667,arabic_only_reference|short_clip|major_omission,كهو,ياهو
sample_00020160,dataset/extracted_wavs/sample_00020160.wav,8.958,16,16,2,6,0.125000,0.070588,code_switched_reference,safe space for them to express themselves and بلحق it's so important انك تحس عبد safe,safe space for them to express themselves and بالحق it's so important انك تحس عبد السيف
sample_00017755,dataset/extracted_wavs/sample_00017755.wav,10.112,28,29,9,25,0.321429,0.170068,code_switched_reference|long_clip,le résultat finale était très très difficile en faite il y a eu معنتها les startup لكلهم ont étiez au niveau mais on était obligé de choisir cinque,le résultat finale c'est très très difficile en fait il y a eu معنتها les tiktok لكلهم ils étaient au niveau mais on était obligé d'en soi dire cinq
sample_00010809,dataset/extracted_wavs/sample_00010809.wav,4.982,16,16,4,4,0.250000,0.044444,code_switched_reference,شنوا ال valeur ajoutée متاعك انت par rapport les concurrents متاعك لل marché لبلادك لكل شي,شنوا ال valeur ajoutée متاعك انت par rapport les concurrents متعك ال marché البلادك الكل شي
sample_00006860,dataset/extracted_wavs/sample_00006860.wav,7.145,18,18,6,10,0.333333,0.100000,arabic_only_reference,معناها نقولوا احنا ناخذوا اكثر عباد حكمت بلاد ولا اللي ما انحبوهمش خوذوا اكثر عباد ما تحبوهمش سياسيا,معناها نقولوا احنا ناخذوا اكثر عباد تحكمت بلاد ولا اللي ما انحبوهمش انخوذوا واكثر العباد ما تحققهمش سياسات
sample_00005895,dataset/extracted_wavs/sample_00005895.wav,8.441,21,21,11,48,0.523810,0.470588,code_switched_reference|high_cer_moderate_wer,تحس عنده un potentiel كبير تحس عنده ا un futur كبير في الحاجة اللي يعمل فيها وكان مستحق اكا ال soutien,حس عندو un potentiel technique حس عنده ا un futur technique اللي في الحاجة لي يعمل فيها انقاموا وسط اكا تسعيدة
sample_00009053,dataset/extracted_wavs/sample_00009053.wav,8.380,23,22,18,57,0.782609,0.463415,arabic_only_reference,واللي النسا تتواجد في الفضاء العام بشكل كامل وقت لي نقول الفضاء العام بالنسبة ليا انا كانت القهوة الصغيرة اللي في باب بنارة,واللي انسيت الوية في الفضاء العام في المشاكل كامل وقتها قبل فضاء عام اللي ستة لي هذيا كنت متع وسطية في الدنيا
sample_00007240,dataset/extracted_wavs/sample_00007240.wav,6.720,17,17,3,4,0.176471,0.042105,code_switched_reference,تعدي شوية وقت و وعجبتني الحكاية وقعدت ديما انتبع ا في ال les activités parlementaires de jeunes,تعدي شوية وقت و وعجبتني الحكاية وقعدت ديما تبع ا في الل les activités parlementaires des jeunes
sample_00002469,dataset/extracted_wavs/sample_00002469.wav,1.012,2,2,0,0,0.000000,0.000000,code_switched_reference|short_clip,non mais,non mais
sample_00003227,dataset/extracted_wavs/sample_00003227.wav,1.038,2,3,2,3,1.000000,0.333333,arabic_only_reference|short_clip,مازال هذا,ما تزار هذا
sample_00011064,dataset/extracted_wavs/sample_00011064.wav,5.823,16,16,9,19,0.562500,0.208791,code_switched_reference,كيفاش تعدي خمستعشن يوم heureusement عنا زميلنا يتكلم يطش شوية بالطلياني يتفرج في ال rai uno,كيفاش تعدي خمستعشن يوم heureusement عنا زمين يتكلموا يتصش شوية بالطلاية لي تفرج في الراي اونو
sample_00001760,dataset/extracted_wavs/sample_00001760.wav,1.980,6,5,3,6,0.500000,0.193548,code_switched_reference|short_clip,نعمل ا création de contenu كيما,نعمل la création contenue كيما
sample_00005554,dataset/extracted_wavs/sample_00005554.wav,4.481,9,8,2,3,0.222222,0.068182,arabic_only_reference,كيما يعبر عنه ف في فلسطين المحتلة هو بالاساس,كما يعبر عنه في فلسطين المحتلة هو بالاساس
sample_00010135,dataset/extracted_wavs/sample_00010135.wav,6.220,18,18,2,3,0.111111,0.028571,code_switched_reference,كريطة انا مشيت معاها معنتها tellement c'étaient ils sont très bons و ils veulent aider يعني يحبوا يعاونوا,كريطة انا مشيت معاه معنتها tellement c'était ils sont très bons و ils veulent aider يعني يحبوا يعاونوا
sample_00017195,dataset/extracted_wavs/sample_00017195.wav,6.802,17,16,6,10,0.352941,0.116279,code_switched_reference,تقرا علي عباد انك تسمع علي عباد و انو معناها الحكاية متع kendrick lamar you gonna like,تقري عالعباد انك تسمع عالاعباد و انو معناها الحكاية مع متع kendrick lamar you gonna like
sample_00015128,dataset/extracted_wavs/sample_00015128.wav,0.929,1,1,1,4,1.000000,1.000000,arabic_only_reference|short_clip|major_omission,وقلت,وبدوك
sample_00010568,dataset/extracted_wavs/sample_00010568.wav,6.506,19,20,5,8,0.263158,0.072072,code_switched_reference,باهي هاذي مشكلة لولة المشكلة الثانية ما تلقاش les informations مالنحكي بيهم علي تونس تنجم تقدم بيهم تونس بسهولة,باهي هاذي مشكلة لولة المشكلة الثانية ما تلقاشش les informations لي نحكي بيهم علي تونس تنجم تقدم بيها مالتونس بسهولة
sample_00015508,dataset/extracted_wavs/sample_00015508.wav,3.482,7,8,3,10,0.428571,0.222222,code_switched_reference,ا انا حسب رايي اللي littéralement positionnée,ا انا حسب رايي elle est idéalement positionnée
sample_00005666,dataset/extracted_wavs/sample_00005666.wav,3.547,10,9,6,11,0.600000,0.261905,arabic_only_reference,يا بنت حلق الواد يا اللي سكرت علي قلبي باب,يا بنت حلقوات يا لي سكارك علي قد بيباب
sample_00005729,dataset/extracted_wavs/sample_00005729.wav,1.804,5,6,4,6,0.800000,0.230769,arabic_only_reference|short_clip,يشعلوا البلاد حد ما يطفيها,يشعل اللي بلاد حد ما يطفيهم
sample_00008499,dataset/extracted_wavs/sample_00008499.wav,2.763,7,7,2,3,0.285714,0.076923,arabic_only_reference|short_clip,في راسكم هزوهم معضكم واطرحوه علي رواحكم,في راسكم هزوهم معاكم واتطرحوا علي رواحكم
